Name,Knockdown,Significant_Strikes_Landed,Significant_Strikes_Attempted,Significant_Strike_%,Total_Strikes_Landed,Total_Strikes_Attempted,Takedowns_Landed,Takedowns_Attempted,Takedowns_Percent,Submission_Attempts,REV,Control_Time,Head_Landed,Head_Attempted,Body_Landed,Body_Attempted,Leg_Landed,Leg_Attempted,Distance_Landed,Distance_Attempted,Clinch_Landed,Clinch_Attempted,Ground_Landed,Ground_Attempted,Winner
Mike Russow,0,25,45,55%,29,51,1,6,16%,0,0,218,25,45,0,0,0,0,15,27,10,18,0,0,L
Shawn Jordan,0,42,72,58%,56,88,2,2,100%,0,0,124,39,68,3,4,0,0,11,36,9,13,22,23,W
Rafael Natal,0,64,111,57%,122,170,4,6,66%,4,0,342,47,92,6,8,11,11,25,60,1,2,38,49,W
Sean Spencer,0,12,84,14%,14,86,0,0,---,0,0,11,11,78,1,5,0,1,11,82,1,2,0,0,L
Simeon Thoresen,0,49,115,42%,52,119,1,1,100%,0,0,217,36,98,6,9,7,8,39,93,10,20,0,2,L
David Mitchell,0,60,159,37%,121,234,1,2,50%,2,1,242,52,145,7,10,1,4,41,120,6,14,13,25,W
Vitor Belfort,1,18,53,33%,19,54,0,0,---,0,0,6,12,46,6,7,0,0,12,44,1,2,5,7,W
Michael Bisping,0,14,66,21%,14,66,0,1,0%,0,0,0,8,57,0,2,6,7,14,65,0,1,0,0,L
Daniel Sarafian,1,38,98,38%,41,102,0,6,0%,0,0,117,26,75,12,23,0,0,35,95,2,2,1,1,L
CB Dollaway,0,62,152,40%,73,164,2,6,33%,0,1,146,47,134,9,12,6,6,43,121,2,5,17,26,W
Gabriel Gonzaga,0,17,28,60%,20,31,3,8,37%,1,0,138,11,20,5,7,1,1,9,16,8,12,0,0,W
Ben Rothwell,0,12,27,44%,15,32,0,0,---,0,0,37,10,25,2,2,0,0,9,22,3,5,0,0,L
Thiago Tavares,0,2,10,20%,2,10,0,0,---,0,0,0,0,7,1,2,1,1,2,10,0,0,0,0,L
Khabib Nurmagomedov,1,22,31,70%,22,31,0,0,---,0,0,13,22,29,0,2,0,0,5,12,0,0,17,19,W
Godofredo Pepey,0,36,76,47%,104,153,0,1,0%,0,1,252,18,56,5,5,13,15,26,64,4,6,6,6,W
Milton Vieira,0,17,34,50%,58,84,5,6,83%,0,0,361,8,25,6,6,3,3,12,28,3,3,2,3,L
Ronny Markes,0,5,9,55%,28,32,2,12,16%,2,0,529,3,7,1,1,1,1,3,7,1,1,1,1,W
Andrew Craig,0,20,29,68%,90,106,0,1,0%,0,1,179,12,21,7,7,1,1,5,13,6,6,9,10,L
Diego Nunes,0,18,32,56%,19,33,0,0,---,0,0,0,12,24,4,6,2,2,13,25,3,5,2,2,L
Nik Lentz,0,56,74,75%,205,234,10,21,47%,0,0,733,34,51,7,7,15,16,9,21,16,17,31,36,W
Edson Barboza,1,26,45,57%,29,49,0,0,---,0,0,10,15,30,3,5,8,10,20,36,0,0,6,9,W
Lucas Martins,0,12,31,38%,12,31,0,0,---,0,0,0,9,27,2,2,1,2,12,31,0,0,0,0,L
Iuri Alcantara,0,20,31,64%,26,38,1,1,100%,1,0,67,17,25,3,5,0,1,6,16,0,0,14,15,NC
Pedro Nobre,0,3,10,30%,3,10,0,1,0%,0,0,3,1,7,1,1,1,2,3,10,0,0,0,0,NC
Iuri Alcantara,0,20,31,64%,26,38,1,1,100%,1,0,67,17,25,3,5,0,1,6,16,0,0,14,15,NC
Pedro Nobre,0,3,10,30%,3,10,0,1,0%,0,0,3,1,7,1,1,1,2,3,10,0,0,0,0,NC
Wagner Prado,0,28,53,52%,41,70,0,1,0%,0,1,73,14,30,14,22,0,1,25,48,3,3,0,2,L
Ildemar Alcantara,0,24,55,43%,39,70,2,3,66%,3,0,86,10,36,12,17,2,2,22,52,2,3,0,0,W
Francisco Trinaldo,0,12,19,63%,27,34,2,5,40%,1,0,239,5,10,5,5,2,4,1,4,4,6,7,9,W
CJ Keith,0,3,9,33%,5,11,0,1,0%,0,1,67,2,6,0,1,1,2,1,7,0,0,2,2,L
Junior Dos Santos,0,57,137,41%,66,146,0,1,0%,0,0,63,32,102,25,35,0,0,43,117,14,20,0,0,L
Cain Velasquez,1,111,224,49%,210,339,11,33,33%,0,0,835,82,193,25,27,4,4,35,122,39,53,37,49,W
Jim Miller,0,91,204,44%,96,210,1,1,100%,2,0,191,61,164,19,25,11,15,57,158,27,36,7,10,W
Joe Lauzon,0,35,123,28%,40,128,0,1,0%,3,1,127,25,109,6,8,4,6,26,109,7,11,2,3,L
Tim Boetsch,1,25,53,47%,41,74,2,8,25%,0,0,189,8,28,13,21,4,4,13,37,11,14,1,2,L
Constantinos Philippou,0,28,74,37%,56,108,0,0,---,0,0,169,27,70,1,3,0,1,5,34,6,9,17,31,W
Yushin Okami,0,20,44,45%,81,115,1,5,20%,0,0,481,14,38,5,5,1,1,5,26,2,3,13,15,W
Alan Belcher,0,6,28,21%,15,39,0,0,---,2,0,203,4,26,0,0,2,2,6,28,0,0,0,0,L
Chris Leben,0,40,94,42%,103,164,0,0,---,0,0,0,20,69,2,2,18,23,36,89,4,5,0,0,L
Derek Brunson,0,41,130,31%,76,174,4,13,30%,1,0,441,30,109,4,7,7,14,29,105,2,4,10,21,W
Brad Pickett,0,67,212,31%,67,212,0,0,---,0,0,2,33,154,16,33,18,25,67,212,0,0,0,0,L
Eddie Wineland,1,90,294,30%,90,294,0,2,0%,0,0,0,83,276,7,18,0,0,90,294,0,0,0,0,W
Erik Perez,1,40,58,68%,49,72,0,0,---,0,0,199,23,41,13,13,4,4,3,6,16,16,21,36,W
Byron Bloodworth,0,8,11,72%,9,12,0,0,---,0,0,9,3,5,4,5,1,1,3,5,5,6,0,0,L
Melvin Guillard,0,57,112,50%,62,117,0,1,0%,1,0,59,31,85,10,11,16,16,49,101,3,3,5,8,L
Jamie Varner,0,32,97,32%,66,148,7,10,70%,1,0,235,23,83,7,12,2,2,27,86,5,11,0,0,W
Michael Johnson,0,6,41,14%,10,45,0,0,---,0,0,0,2,28,1,6,3,7,5,40,1,1,0,0,L
Myles Jury,0,56,121,46%,125,209,3,6,50%,1,0,630,48,112,0,1,8,8,10,44,2,2,44,75,W
Philip De Fries,0,7,13,53%,12,18,1,1,100%,0,0,54,7,12,0,1,0,0,0,5,7,8,0,0,L
Todd Duffee,1,20,31,64%,22,33,0,0,---,0,0,33,14,24,5,6,1,1,13,21,7,10,0,0,W
Leonard Garcia,0,89,359,24%,92,367,2,4,50%,0,0,98,64,320,10,24,15,15,82,346,7,12,0,1,L
Max Holloway,1,120,269,44%,122,273,0,0,---,0,0,8,68,193,38,61,14,15,114,261,6,7,0,1,W
Chris Cariaso,0,39,122,31%,41,124,1,2,50%,0,0,36,19,93,10,19,10,10,34,108,5,12,0,2,L
John Moraga,0,26,74,35%,31,79,2,2,100%,1,0,88,15,52,8,18,3,4,21,65,5,9,0,0,W
Roy Nelson,1,23,53,43%,23,53,0,1,0%,0,0,48,22,51,0,1,1,1,19,47,0,1,4,5,W
Matt Mitrione,0,13,28,46%,13,28,0,0,---,0,0,20,9,22,3,5,1,1,10,25,3,3,0,0,L
Colton Smith,0,15,18,83%,88,113,7,16,43%,1,0,746,3,5,1,2,11,11,4,6,4,4,7,8,W
Mike Ricci,0,9,15,60%,10,17,0,0,---,0,1,34,6,11,2,3,1,1,5,9,0,1,4,5,L
Pat Barry,1,11,15,73%,11,15,0,0,---,0,0,19,8,11,0,1,3,3,11,13,0,0,0,2,W
Shane del Rosario,0,14,25,56%,33,44,1,4,25%,2,0,199,1,9,8,11,5,5,4,12,10,13,0,0,L
Dustin Poirier,0,35,73,47%,38,76,0,2,0%,1,0,69,28,65,4,5,3,3,13,34,22,39,0,0,W
Jonathan Brookins,0,26,54,48%,26,54,0,2,0%,0,0,27,20,46,6,7,0,1,12,26,14,28,0,0,L
Mike Pyle,1,9,17,52%,9,17,0,0,---,0,0,6,7,14,1,2,1,1,2,4,2,6,5,7,W
James Head,0,13,25,52%,15,27,0,0,---,0,0,20,7,18,6,7,0,0,5,14,8,11,0,0,L
Johnny Bedford,2,34,60,56%,45,72,1,1,100%,0,0,197,27,48,4,7,3,5,16,36,3,5,15,19,W
Marcos Vinicius,0,4,15,26%,5,16,0,0,---,1,0,0,2,7,0,6,2,2,3,14,1,1,0,0,L
Vinc Pichel,0,0,4,0%,1,5,0,0,---,0,0,2,0,3,0,0,0,1,0,4,0,0,0,0,L
Rustam Khabilov,0,13,19,68%,19,25,5,6,83%,0,0,96,12,18,1,1,0,0,0,4,2,2,11,13,W
TJ Waldburger,1,13,17,76%,14,18,1,5,20%,4,0,79,10,14,2,2,1,1,3,5,3,3,7,9,W
Nick Catone,0,10,16,62%,14,20,1,2,50%,0,1,199,6,11,1,2,3,3,1,3,4,6,5,7,L
Reuben Duran,0,8,30,26%,8,30,0,0,---,0,0,22,4,24,3,5,1,1,5,27,3,3,0,0,L
Hugo Viana,3,22,39,56%,26,43,0,0,---,0,0,37,18,34,4,4,0,1,17,32,0,0,5,7,W
Mike Rio,0,30,67,44%,67,111,4,11,36%,1,0,352,15,50,5,5,10,12,19,52,10,13,1,2,W
John Cofer,0,31,59,52%,57,87,0,0,---,0,3,182,19,46,9,9,3,4,20,44,7,11,4,4,L
Jared Papazian,0,36,97,37%,46,109,0,1,0%,0,1,129,28,87,5,7,3,3,30,87,4,6,2,4,L
Tim Elliott,1,36,69,52%,189,256,7,14,50%,4,0,428,26,57,7,9,3,3,27,58,4,5,5,6,W
George Sotiropoulos,0,34,113,30%,35,114,1,6,16%,0,0,91,27,98,6,14,1,1,31,106,3,7,0,0,L
Ross Pearson,2,50,100,50%,53,103,0,1,0%,0,0,18,32,81,12,13,6,6,40,88,9,11,1,1,W
Robert Whittaker,1,83,202,41%,89,208,0,0,---,0,0,22,64,172,15,25,4,5,60,167,17,24,6,11,W
Brad Scott,0,55,171,32%,82,205,1,5,20%,0,0,255,29,133,18,29,8,9,42,154,11,15,2,2,L
Colin Fletcher,0,56,141,39%,66,154,0,0,---,0,0,35,21,85,10,24,25,32,54,136,2,5,0,0,L
Norman Parke,0,42,98,42%,48,105,6,9,66%,0,0,411,29,77,6,13,7,8,35,89,1,2,6,7,W
Hector Lombard,2,24,46,52%,26,48,0,0,---,0,0,45,23,43,1,3,0,0,15,33,2,3,7,10,W
Rousimar Palhares,0,6,13,46%,6,13,0,0,---,0,0,0,0,6,2,2,4,5,6,13,0,0,0,0,L
Chad Mendes,1,10,13,76%,11,14,0,0,---,0,0,2,4,6,2,2,4,5,8,11,0,0,2,2,W
Yaotzin Meza,0,2,15,13%,2,15,0,0,---,0,0,0,0,10,1,2,1,3,2,15,0,0,0,0,L
Igor Pokrajac,0,48,94,51%,63,111,0,2,0%,0,0,116,39,84,6,7,3,3,34,77,14,17,0,0,NC
Joey Beltran,0,65,139,46%,206,299,0,3,0%,0,0,567,32,101,22,27,11,11,20,87,45,52,0,0,NC
Igor Pokrajac,0,48,94,51%,63,111,0,2,0%,0,0,116,39,84,6,7,3,3,34,77,14,17,0,0,NC
Joey Beltran,0,65,139,46%,206,299,0,3,0%,0,0,567,32,101,22,27,11,11,20,87,45,52,0,0,NC
Mike Pierce,0,16,48,33%,51,93,6,12,50%,0,0,604,16,48,0,0,0,0,10,35,3,4,3,9,W
Seth Baczynski,0,34,106,32%,94,185,0,0,---,0,0,11,24,95,7,8,3,3,33,103,1,3,0,0,L
Ben Alloway,1,16,26,61%,18,28,0,0,---,0,0,28,10,19,3,3,3,4,9,17,2,4,5,5,W
Manuel Rodriguez,0,4,12,33%,17,25,3,4,75%,0,0,219,4,12,0,0,0,0,4,12,0,0,0,0,L
Brendan Loughnane,1,75,119,63%,96,142,0,2,0%,0,0,114,36,77,11,12,28,30,67,109,8,10,0,0,L
Mike Wilkinson,0,54,159,33%,119,240,1,12,8%,0,0,232,29,124,9,10,16,25,45,145,7,12,2,2,W
Nick Penner,1,7,18,38%,23,37,0,0,---,0,0,108,6,17,1,1,0,0,5,12,1,3,1,3,L
Cody Donovan,1,19,27,70%,31,44,1,1,100%,0,0,59,9,16,9,10,1,1,6,11,8,9,5,7,W
Benson Henderson,1,124,198,62%,183,259,8,12,66%,0,0,1020,63,126,29,33,32,39,26,51,31,37,67,110,W
Nate Diaz,0,30,83,36%,95,160,0,6,0%,2,0,44,8,55,12,18,10,10,5,52,25,31,0,0,L
Mauricio Rua,0,41,95,43%,51,105,1,3,33%,1,0,88,23,69,7,13,11,13,27,76,14,19,0,0,L
Alexander Gustafsson,0,72,156,46%,128,215,6,12,50%,0,0,232,57,134,9,13,6,9,47,123,10,14,15,19,W
BJ Penn,0,24,89,26%,53,119,0,2,0%,0,0,56,20,82,4,7,0,0,21,84,3,5,0,0,L
Rory MacDonald,0,116,203,57%,125,212,1,3,33%,0,0,151,78,148,29,41,9,14,105,185,10,16,1,2,W
Mike Swick,0,9,29,31%,19,42,0,2,0%,0,0,181,9,29,0,0,0,0,5,25,3,3,1,1,L
Matt Brown,1,25,39,64%,37,52,1,1,100%,2,0,61,13,26,12,13,0,0,8,18,15,19,2,2,W
Yves Edwards,1,8,21,38%,12,26,0,1,0%,0,0,6,5,16,1,2,2,3,6,19,0,0,2,2,W
Jeremy Stephens,0,5,21,23%,6,22,0,1,0%,0,0,2,3,18,1,1,1,2,4,20,1,1,0,0,L
Raphael Assuncao,0,57,156,36%,60,159,0,6,0%,0,0,144,28,118,6,12,23,26,45,140,12,16,0,0,W
Mike Easton,0,30,155,19%,34,159,0,3,0%,0,0,1,7,118,3,14,20,23,29,153,1,2,0,0,L
Ramsey Nijem,1,49,117,41%,117,204,5,10,50%,0,0,473,35,92,9,18,5,7,32,81,9,20,8,16,W
Joe Proctor,0,21,68,30%,36,84,0,0,---,4,0,147,17,61,2,4,2,3,17,58,3,9,1,1,L
Daron Cruickshank,1,52,91,57%,55,95,0,0,---,0,0,1,28,61,21,27,3,3,30,57,22,34,0,0,W
Henry Martinez,0,21,102,20%,29,123,0,2,0%,0,0,129,16,93,1,4,4,5,17,87,4,15,0,0,L
Marcus LeVesseur,0,9,16,56%,11,19,2,10,20%,0,0,248,3,7,1,1,5,8,3,6,6,10,0,0,L
Abel Trujillo,1,57,75,76%,94,117,1,1,100%,2,0,183,22,36,28,32,7,7,1,10,28,33,28,32,W
Dennis Siver,0,128,273,46%,222,389,2,4,50%,0,0,423,91,216,15,32,22,25,87,222,2,3,39,48,W
Nam Phan,0,24,120,20%,24,120,0,0,---,0,0,0,17,94,2,19,5,7,24,120,0,0,0,0,L
Scott Jorgensen,0,12,18,66%,16,22,0,1,0%,1,0,268,8,14,3,3,1,1,1,4,0,0,11,14,W
John Albert,0,5,10,50%,10,15,0,0,---,1,1,13,5,10,0,0,0,0,3,8,0,0,2,2,L
Georges St-Pierre,0,71,132,53%,172,237,7,8,87%,0,0,897,52,104,14,16,5,12,26,67,0,1,45,64,W
Carlos Condit,1,36,148,24%,190,323,0,0,---,0,1,64,27,117,4,13,5,18,23,128,0,1,13,19,L
Johny Hendricks,1,3,7,42%,3,7,0,0,---,0,0,2,3,7,0,0,0,0,2,6,0,0,1,1,W
Martin Kampmann,0,0,4,0%,0,4,0,0,---,0,0,0,0,3,0,1,0,0,0,4,0,0,0,0,L
Francis Carmont,0,34,84,40%,44,94,0,2,0%,1,0,92,15,57,15,22,4,5,16,56,17,24,1,4,W
Tom Lawlor,0,20,75,26%,31,89,2,8,25%,2,0,407,14,67,0,2,6,6,18,68,2,6,0,1,L
Mark Bocek,0,19,59,32%,33,73,0,11,0%,1,0,222,4,38,3,6,12,15,12,47,7,12,0,0,L
Rafael Dos Anjos,0,54,134,40%,90,172,4,5,80%,0,0,249,33,103,14,21,7,10,26,90,20,30,8,14,W
Mark Hominick,1,39,66,59%,78,109,1,1,100%,0,0,60,18,39,14,19,7,8,26,50,1,2,12,14,L
Pablo Garza,0,83,197,42%,149,275,2,5,40%,1,0,504,54,161,19,26,10,10,39,117,4,10,40,70,W
Patrick Cote,0,14,33,42%,14,33,0,0,---,0,0,0,9,27,3,3,2,3,8,23,6,10,0,0,W
Alessio Sakara,1,24,34,70%,24,34,0,0,---,0,0,13,19,26,5,8,0,0,3,10,12,14,9,10,L
Cyrille Diabate,1,6,7,85%,9,10,2,2,100%,1,0,116,6,6,0,1,0,0,1,2,3,3,2,2,W
Chad Griggs,0,2,3,66%,4,6,1,2,50%,0,0,7,0,1,1,1,1,1,2,2,0,1,0,0,L
Sam Stout,0,63,369,17%,63,369,0,5,0%,0,0,0,31,318,16,33,16,18,62,366,0,1,1,2,L
John Makdessi,0,84,157,53%,84,157,0,0,---,0,0,0,66,125,9,20,9,12,82,155,2,2,0,0,W
Antonio Carvalho,0,48,150,32%,48,150,0,0,---,0,0,0,9,96,0,2,39,52,48,150,0,0,0,0,W
Rodrigo Damm,0,50,158,31%,50,158,0,0,---,0,0,10,30,119,8,12,12,27,50,158,0,0,0,0,L
Matthew Riddle,0,45,163,27%,74,195,1,4,25%,0,0,192,22,122,6,17,17,24,30,143,15,15,0,5,W
John Maguire,0,37,109,33%,38,110,0,6,0%,2,0,28,30,99,0,1,7,9,35,107,2,2,0,0,L
Ivan Menjivar,0,6,10,60%,25,32,0,0,---,1,0,0,3,5,1,3,2,2,4,8,0,0,2,2,W
Azamat Gashimov,0,4,13,30%,18,28,1,1,100%,0,0,120,3,11,0,1,1,1,2,8,0,0,2,5,L
Steven Siler,0,15,48,31%,61,96,0,0,---,1,0,14,8,40,4,4,3,4,9,37,5,10,1,1,L
Darren Elkins,0,44,91,48%,103,159,6,7,85%,6,0,682,36,76,5,12,3,3,10,34,11,16,23,41,W
Rich Franklin,0,12,21,57%,12,21,0,0,---,0,0,0,6,14,0,0,6,7,12,21,0,0,0,0,L
Cung Le,1,8,16,50%,8,16,0,0,---,0,0,2,4,11,2,3,2,2,8,16,0,0,0,0,W
Thiago Silva,0,62,95,65%,112,154,1,1,100%,1,0,57,20,46,12,16,30,33,26,47,30,40,6,8,NC
Stanislav Nedkov,1,18,70,25%,24,79,0,4,0%,0,0,372,10,58,1,3,7,9,5,46,13,22,0,2,NC
Thiago Silva,0,62,95,65%,112,154,1,1,100%,1,0,57,20,46,12,16,30,33,26,47,30,40,6,8,NC
Stanislav Nedkov,1,18,70,25%,24,79,0,4,0%,0,0,372,10,58,1,3,7,9,5,46,13,22,0,2,NC
Dong Hyun Kim,0,22,40,55%,76,104,3,6,50%,2,0,732,18,32,1,3,3,5,0,7,0,0,22,33,W
Paulo Thiago,0,2,10,20%,4,12,0,0,---,0,0,17,0,7,1,2,1,1,1,8,1,2,0,0,L
Takanori Gomi,1,54,140,38%,88,175,1,2,50%,0,0,261,31,108,11,19,12,13,43,128,10,11,1,1,W
Mac Danzig,0,64,122,52%,95,155,2,5,40%,1,0,93,48,97,9,16,7,9,51,102,9,13,4,7,L
Zhang Tiequan,0,40,93,43%,46,102,2,2,100%,0,0,76,33,81,2,3,5,9,40,93,0,0,0,0,L
Jon Tuck,0,36,82,43%,91,145,0,0,---,2,1,403,24,66,10,14,2,2,35,81,1,1,0,0,W
Takeya Mizugaki,0,63,112,56%,103,164,4,4,100%,0,0,664,53,98,7,10,3,4,10,26,6,9,47,77,W
Jeff Hougland,0,14,25,56%,73,89,1,7,14%,0,0,36,5,12,8,11,1,2,8,19,5,5,1,1,L
Alex Caceres,0,64,124,51%,83,143,0,0,---,0,0,71,40,92,14,18,10,14,55,115,6,6,3,3,W
Motonobu Tezuka,0,22,75,29%,40,108,2,12,16%,0,0,224,8,56,1,2,13,17,21,74,1,1,0,0,L
Yasuhiro Urushitani,0,62,158,39%,62,158,0,1,0%,0,0,0,34,110,13,26,15,22,62,158,0,0,0,0,L
John Lineker,0,77,224,34%,79,226,0,0,---,0,0,28,38,140,28,62,11,22,74,218,1,4,2,2,W
Riki Fukuda,0,85,164,51%,229,325,3,5,60%,0,0,418,35,102,18,26,32,36,45,122,32,34,8,8,W
Tom DeBlass,0,44,120,36%,67,144,0,0,---,0,0,0,26,98,9,11,9,11,35,111,9,9,0,0,L
Anderson Silva,1,19,27,70%,27,35,0,0,---,0,0,21,15,23,4,4,0,0,4,7,10,12,5,8,W
Stephan Bonnar,0,12,43,27%,28,59,0,3,0%,0,0,178,9,33,2,7,1,3,6,27,6,16,0,0,L
Antonio Rodrigo Nogueira,1,20,49,40%,45,85,1,3,33%,3,0,245,19,48,0,0,1,1,17,40,0,2,3,7,W
Dave Herman,0,13,32,40%,14,33,2,2,100%,0,0,62,3,19,5,8,5,5,11,26,1,3,1,3,L
Glover Teixeira,1,85,145,58%,117,183,3,3,100%,1,0,418,84,143,1,2,0,0,19,45,0,2,66,98,W
Fabio Maldonado,0,10,36,27%,14,40,0,0,---,0,0,0,9,34,1,2,0,0,10,36,0,0,0,0,L
Jon Fitch,0,82,131,62%,176,234,6,9,66%,2,1,528,69,112,10,14,3,5,5,12,16,28,61,91,W
Erick Silva,0,19,33,57%,24,38,2,3,66%,2,0,177,12,23,4,7,3,3,4,10,7,14,8,9,L
Phil Davis,0,29,49,59%,59,82,5,6,83%,2,0,354,16,33,11,13,2,3,3,14,5,6,21,29,W
Wagner Prado,0,2,11,18%,2,11,0,0,---,0,0,0,0,9,2,2,0,0,1,10,1,1,0,0,L
Demian Maia,0,5,8,62%,9,12,3,5,60%,1,0,135,4,7,1,1,0,0,1,1,0,0,4,7,W
Rick Story,0,3,5,60%,10,12,0,0,---,0,0,0,1,3,2,2,0,0,2,4,1,1,0,0,L
Rony Jason,0,46,96,47%,52,102,1,1,100%,1,0,9,33,77,12,18,1,1,36,86,2,2,8,8,W
Sam Sicilia,0,39,96,40%,48,108,1,1,100%,0,0,86,28,78,10,16,1,2,31,83,1,1,7,12,L
Gleison Tibau,0,36,63,57%,96,134,5,6,83%,2,0,397,26,52,6,7,4,4,13,34,17,20,6,9,W
Francisco Trinaldo,1,45,97,46%,70,129,0,0,---,2,0,248,27,77,14,16,4,4,19,58,15,18,11,21,L
Diego Brandao,1,33,77,42%,84,133,3,4,75%,0,0,333,22,60,4,8,7,9,20,57,3,3,10,17,W
Joey Gambino,0,39,109,35%,59,129,0,4,0%,1,0,37,22,88,9,12,8,9,33,102,2,2,4,5,L
Sergio Moraes,0,16,45,35%,27,58,4,11,36%,1,0,261,13,36,3,8,0,1,14,40,1,4,1,1,W
Renee Forte,0,26,76,34%,38,88,0,0,---,0,0,58,12,59,7,10,7,7,16,62,5,8,5,6,L
Luiz Cane,0,55,133,41%,64,142,1,3,33%,1,0,72,42,115,6,11,7,7,49,123,4,8,2,2,L
Chris Camozzi,0,97,269,36%,97,269,0,1,0%,0,0,0,67,226,11,19,19,24,93,263,4,6,0,0,W
Cristiano Marcello,0,72,241,29%,77,251,0,1,0%,0,0,0,52,205,12,24,8,12,68,229,4,10,0,2,W
Reza Madadi,0,77,151,50%,88,163,3,4,75%,0,0,131,70,140,5,8,2,3,64,131,13,20,0,0,L
Travis Browne,0,8,19,42%,8,19,0,0,---,0,0,0,2,13,2,2,4,4,6,16,2,3,0,0,L
Antonio Silva,1,15,20,75%,23,28,0,2,0%,0,0,53,8,13,1,1,6,6,7,11,4,4,4,5,W
Jake Ellenberger,0,25,81,30%,27,83,2,4,50%,0,0,65,18,72,1,3,6,6,19,72,1,3,5,6,W
Jay Hieron,0,32,127,25%,43,139,0,2,0%,0,0,0,17,107,3,5,12,15,31,125,1,2,0,0,L
John Dodson,2,33,112,29%,36,115,0,2,0%,0,0,18,20,93,8,14,5,5,23,102,0,0,10,10,W
Jussier Formiga,0,9,37,24%,9,37,0,5,0%,0,0,0,8,36,1,1,0,0,9,37,0,0,0,0,L
Josh Neer,0,0,0,---,0,0,0,1,0%,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,L
Justin Edwards,0,6,7,85%,7,8,0,1,0%,1,0,8,4,5,1,1,1,1,6,7,0,0,0,0,W
Michael Johnson,1,17,36,47%,18,38,0,0,---,0,0,3,8,25,2,4,7,7,13,32,0,0,4,4,W
Danny Castillo,1,17,35,48%,29,47,0,1,0%,1,0,242,14,31,0,1,3,3,5,18,0,0,12,17,L
Aaron Simpson,1,28,44,63%,50,72,1,1,100%,1,0,47,23,32,4,11,1,1,10,20,14,20,4,4,L
Mike Pierce,1,10,21,47%,21,32,0,2,0%,0,0,69,8,19,1,1,1,1,6,15,2,4,2,2,W
Marcus LeVesseur,0,53,77,68%,109,140,3,7,42%,0,0,508,10,29,9,10,34,38,10,27,42,48,1,2,W
Carlo Prater,0,42,79,53%,54,91,0,5,0%,3,0,132,0,19,29,47,13,13,5,24,37,55,0,0,L
Jacob Volkmann,0,8,25,32%,14,32,1,4,25%,2,0,84,6,18,2,4,0,3,3,16,0,0,5,9,W
Shane Roller,0,0,7,0%,0,7,0,0,---,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,L
Bart Palaszewski,0,37,119,31%,45,128,0,0,---,2,0,13,16,88,4,7,17,24,33,113,3,5,1,1,L
Diego Nunes,2,61,137,44%,68,148,3,6,50%,0,0,351,36,106,6,10,19,21,41,97,3,5,17,35,W
Darren Uyenoyama,0,7,43,16%,16,55,0,0,---,2,1,120,4,33,0,5,3,5,7,37,0,2,0,4,W
Phil Harris,0,10,57,17%,13,62,2,3,66%,0,0,154,3,42,2,6,5,9,3,44,6,10,1,3,L
Stefan Struve,0,57,128,44%,57,128,0,0,---,0,0,0,41,110,5,7,11,11,57,125,0,3,0,0,W
Stipe Miocic,0,48,95,50%,48,95,1,3,33%,0,0,3,24,69,16,18,8,8,46,93,1,1,1,1,L
Dan Hardy,0,65,141,46%,102,180,3,7,42%,0,0,409,51,126,5,6,9,9,38,98,10,16,17,27,W
Amir Sadollah,0,61,134,45%,70,144,0,2,0%,0,0,45,31,91,13,21,17,22,42,109,18,24,1,1,L
Brad Pickett,1,14,48,29%,14,48,0,1,0%,0,0,2,8,39,3,5,3,4,12,46,0,0,2,2,W
Yves Jabouin,0,26,57,45%,26,57,0,0,---,0,0,0,15,44,7,9,4,4,26,56,0,1,0,0,L
Paul Sass,0,6,10,60%,14,19,1,1,100%,0,0,175,4,8,2,2,0,0,0,0,0,0,6,10,L
Matt Wiman,0,3,4,75%,7,8,0,0,---,2,0,40,2,3,0,0,1,1,1,1,0,0,2,3,W
John Hathaway,0,41,135,30%,126,231,1,2,50%,0,0,249,20,109,7,11,14,15,28,115,1,1,12,19,W
John Maguire,0,13,41,31%,31,60,1,3,33%,0,0,103,11,39,0,0,2,2,11,37,0,1,2,3,L
Che Mills,0,8,13,61%,16,25,2,2,100%,0,0,125,6,11,2,2,0,0,1,2,2,3,5,8,W
Duane Ludwig,0,2,10,20%,5,13,0,0,---,0,0,0,2,10,0,0,0,0,1,7,1,2,0,1,L
Kyle Kingsbury,0,28,44,63%,58,74,2,8,25%,0,0,310,4,20,9,9,15,15,11,26,17,18,0,0,L
Jimi Manuwa,1,53,77,68%,55,79,0,0,---,1,0,51,32,56,14,14,7,7,35,57,16,18,2,2,W
Andy Ogle,1,52,105,49%,102,156,1,11,9%,0,0,348,36,82,8,15,8,8,33,83,2,3,17,19,L
Akira Corassani,0,45,93,48%,51,99,0,0,---,0,0,2,29,76,12,13,4,4,41,89,4,4,0,0,W
Tom Watson,0,65,127,51%,72,134,0,2,0%,0,0,67,32,84,20,28,13,15,52,109,11,16,2,2,L
Brad Tavares,0,83,173,47%,92,183,5,12,41%,0,0,325,62,148,12,14,9,11,71,158,11,13,1,2,W
DaMarques Johnson,0,1,4,25%,1,4,0,0,---,0,0,0,0,3,1,1,0,0,0,3,1,1,0,0,L
Gunnar Nelson,0,9,10,90%,16,17,1,1,100%,2,0,170,7,8,0,0,2,2,3,4,0,0,6,6,W
